source,authors,year,title,journal,vol,pages,antag,additive,synerg,review,times.cited
Scopus,"Richmond, R.H., Rongo, T., Golbuu, Y., Victor, S., Idechong, N., Davis, G., Kostka, W., Neth, L., Hamnett, M., Wolanski, E.",2007,"Watersheds and coral reefs: Conservation science, policy, and implementation",BioScience,57,598-607,0,0,1,1,NA
WOS,G. K. Davoren,2007,Effects of gill-net fishing on marine birds in a biological hotspot in the northwest Atlantic,Conservation Biology,21,1032-1045,0,1,0,0,NA
Scopus,"Michalski, F., Peres, C.A.",2007,Disturbance-mediated mammal persistence and abundance-area relationships in Amazonian forest fragments,Conservation Biology,21,1626-1640,0,1,1,0,NA
Scopus,"Ricciardi, A.",2007,Are modern biological invasions an unprecedented form of global change?,Conservation Biology,21,329-336,0,0,1,1,NA
Scopus,"Jones, M.E., Jarman, P.J., Lees, C.M., Hesterman, H., Hamede, R.K., Mooney, N.J., Mann, D., Pukk, C.E., Bergfeld, J., McCallum, H.",2007,"Conservation management of Tasmanian devils in the context of an emerging, extinction-threatening disease: Devil facial tumor disease",EcoHealth,4,326-337,0,0,1,0,NA
Scopus,"Boone M.D., Semlitsch R.D., Little E.E., Doyle M.C.",2007,"Multiple stressors in amphibian communities: Effects of chemical contamination, bullfrogs, and fish",Ecological Applications,17,291-301,0,0,1,0,NA
WOS,C. Davidson;R. A. Knapp,2007,Multiple stressors and amphibian declines: Dual impacts of pesticides and fish on yellow-legged frogs,Ecological Applications,17,587-597,0,0,1,0,NA
Scopus,"Deegan, L.A., Bowen, J.L., Drake, D., Fleeger, J.W., Friedrichs, C.T., Galva’Ån, K.A., Hobbie, J.E., Hopkinson, C., Johnson, D.S., Johnson, J.M., LeMay, L.E., Miller, E., Peterson, B.J., Picard, C., Sheldon, S., Sutherland, M., Vallino, J., Warren, R.S.",2007,Susceptibility of salt marshes to nutrient enrichment and predator removal,Ecological Applications,17,S42-S63,0,0,1,0,NA
WOS,J. A. Klein;J. Harte;X. Q. Zhao,2007,"Experimental warming, not grazing, decreases rangeland quality on the Tibetan Plateau",Ecological Applications,17,541-557,0,0,1,0,NA
WOS,D. P. Matthews;A. Gonzalez,2007,The inflationary effects of environmental fluctuations ensure the persistence of sink metapopulations,Ecology,88,2848-2856,0,0,1,0,NA
Scopus,"Ewers, R.M., Thorpe, S., Didham, R.K.",2007,Synergistic interactions between edge and area effects in a heavily fragmented landscape,Ecology,88,96-106,0,1,1,0,NA
WOS,JS Kominoski;CM Pringle;BA Ball;MA Bradford;DC Coleman;DB Hall;MD Hunter,2007,Nonadditive effects of leaf litter species diversity on breakdown dynamics in a detritus-based stream,Ecology,88,1167-1176,1,1,1,0,NA
WOS,S. M. Carlson;T. P. Quinn,2007,Ten years of varying lake level and selection on size-at-maturity in Sockeye Salmon,Ecology,88,2620-2629,0,0,1,0,NA
Scopus,"Schmitz, O.J.",2007,Predator diversity and trophic interactions,Ecology,88,2415-2426,1,1,1,1,NA
Scopus,"James, P.M.A., Fortin, M.-J., Fall, A., Kneeshaw, D., Messier, C.",2007,The effects of spatial legacies following shifting management practices and fire on boreal forest age structure,Ecosystems,10,1261-1277,0,1,1,0,NA
Scopus,"Garty, J., Tamir, O., Levin, T., Lehr, H.",2007,The impact of UV-B and sulphur- or copper-containing solutions in acidic conditions on chlorophyll fluorescence in selected Ramalina species,Environmental Pollution,145,266-273,0,1,1,0,NA
Scopus,"Davidson, C., Benard, M.F., Shaffer, H.B., Parker, J.M., O'Leary, C., Conlon, J.M., Rollins-Smith, L.A.",2007,"Effects of chytrid and carbaryl exposure on survival, growth and skin peptide defenses in foothill yellow-legged frogs",Environmental Science and Technology,41,1771-1776,0,0,1,0,NA
WOS,A. K. Swanson;C. H. Fox,2007,Altered kelp (Laminariales) phlorotannins and growth under elevated carbon dioxide and ultraviolet-B treatments can influence associated intertidal food webs,Global Change Biology,13,1696-1709,1,1,1,0,NA
Scopus,"Matthews, H.D.",2007,Implications of CO2 fertilization for future climate change in a coupled climate-carbon model,Global Change Biology,13,1068-1078,0,0,1,0,NA
Scopus,"Mckinney, M.L., La Sorte, F.A.",2007,Invasiveness and homogenization: Synergism of wide dispersal and high local abundance,Global Ecology and Biogeography,16,394-400,0,0,1,0,NA
Scopus,"Rowe, D.K.",2007,"Exotic fish introductions and the decline of water clarity in small North Island, New Zealand lakes: A multi-species problem",Hydrobiologia,583,345-358,0,1,1,0,NA
WOS,"A. Doroszuk, E te Brake, D. Crespo-Gonzalez, J.E. Kammenga",2007,Response of secondary production and its components to multiple stressors in nematode field populations,Journal of Applied Ecology,44,446-455,0,0,1,0,NA
WOS,F. Hendrickx;J. P. Maelfait;W. Van Wingerden;O. Schweiger;M. Speelmans;S. Aviron;I. Augenstein;R. Billeter;D. Bailey;R. Bukacek;F. Burel;T. Dieko?tter;J. Dirksen;F. Herzog;J. Liira;M. Roubalova;V. Vandomme;R. Bugter,2007,"How landscape structure, land-use intensity and habitat diversity affect components of total arthropod diversity in agricultural landscapes",Journal of Applied Ecology,44,340-351,0,1,0,0,NA
WOS,M. J. Reynolds-Hogland;L. B. Pacifici;M. S. Mitchell,2007,Linking resources with demography to understand resource limitation for bears,Journal of Applied Ecology,44,1166-1175,0,1,0,0,NA
WOS,F. A. La Sorte;M. L. McKinney,2007,Compositional changes over space and time along an occurrence-abundance continuum: anthropogenic homogenization of the North American avifauna,Journal of Biogeography,34,2159-2167,0,0,1,0,NA
WOS,L. G. Butler;K. Kielland;T. S. Rupp;T. A. Hanley,2007,"Interactive controls of herbivory and fluvial dynamics on landscape vegetation patterns on the Tanana River floodplain, interior Alaska",Journal of Biogeography,34,1622-1631,0,0,1,0,NA
WOS,N. Tercero-Bucardo;T. Kitzberger;T. T. Veblen;E. Raffaele,2007,A field experiment on climatic and herbivore impacts on post-fire tree regeneration in north-western Patagonia,Journal of Ecology,95,771-779,0,0,1,0,NA
WOS,D. Morritt;K. M. Y. Leung;M. De Pirro;C. Yau;T. C. Wai;G. A. William,2007,"Responses of the limpet, Cellana grata (Gould 1859), to hypo-osmotic stress during simulated tropical, monsoon rains",Journal of Experimental Marine Biology and Ecology,352,78-88,0,0,1,0,NA
WOS,M. S. Koch;Schopmeyer S;Kyhn-Hansen C;Madden CJ,2007,Synergistic effects of high temperature and sulfide on tropical seagrass,Journal of Experimental Marine Biology and Ecology,341,91-101,0,0,1,0,NA
WOS,"M.S. Koch, Schopmeyer, Kyhn-Hansen & Madden",2007,Synergistic effect of high temperature and sulfide on tropical seagrass,Journal of Experimental Marine Biology and Ecology,,,0,0,1,0,NA
Scopus,"Perez, M., Invers, O., Ruiz, J.M., Frederiksen, M.S., Holmer, M.",2007,Physiological responses of the seagrass Posidonia oceanica to elevated organic matter content in sediments: An experimental assessment,Journal of Experimental Marine Biology and Ecology,344,149-160,0,0,1,0,NA
Scopus,"Perkol-Finkel, S., Benayahu, Y.",2007,Differential recruitment of benthic communities on neighboring artificial and natural reefs,Journal of Experimental Marine Biology and Ecology,340,25-39,0,0,1,0,NA
Scopus,"Beck, H.",2007,Synergistic impacts of ungulates and falling palm fronds on saplings in the Amazon,Journal of Tropical Ecology,23,599-602,0,0,1,0,NA
Scopus,"Hoare, J.M., Adams, L.K., Bull, L.S., Towns, D.R.",2007,Attempting to manage complex predator-prey interactions fails to avert imminent extinction of a threatened New Zealand skink population,Journal of Wildlife Management,71,1576-1584,0,0,1,0,NA
WOS,V. Vasas;C. Lancelot;V. Rousseau;F. Jordan,2007,Eutrophication and overfishing in temperate nearshore pelagic food webs: a network perspective,Marine Ecology Progress Series,336,1 to 14,0,0,1,0,NA
WOS,T. B. H. Reusch;T. E. Wood,2007,Molecular ecology of global change,Molecular Ecology,16,3973-3992,1,1,1,1,NA
WOS,C. Riginos;T. P. Young,2007,"Positive and negative effects of grass, cattle, and wild herbivores on Acacia saplings in an East African savanna",Oecologia,153,985-995,1,1,0,0,NA
WOS,B. K. Eriksson;A. Rubach;H. Hillebrand,2007,Dominance by a canopy forming seaweed modifies resource and consumer control of bloom-forming macroalgae,Oikos,116,1211-1219,0,1,0,0,NA
WOS,M. Scherer-Lorenzen;J. L. Bonilla;C. Potvin,2007,Tree species richness affects litter production and decomposition rates in a tropical biodiversity experiment,Oikos,116,2108-2124,1,1,1,0,NA
WOS,R. Woodroffe;H. Davies-Mostert;J. Ginsberg;J. Graf;K. Leigh;K. McCreery;G. Mills;A. Pole;G. Rasmussen;R. Robbins;M. Somers;M. Szykman,2007,Rates and causes of mortality in Endangered African wild dogs Lycaon pictus: lessons for management and monitoring,Oryx,41,215-223,0,1,0,0,NA
WOS,C. F. Dormann,2007,"Competition hierarchy, transitivity and additivity: investigating the effect of fertilisation on plant-plant interactions using three common bryophytes",Plant Ecology,191,171-184,0,1,0,0,NA
WOS,J. Li;J. A. Duggin;W. A. Loneragan;C. D. Grant,2007,"Grassland responses to multiple disturbances on the New England Tablelands in NSW, Australia",Plant Ecology,193,39-57,0,1,0,0,NA
WOS,P. Sargian;S. Mas;E. Pelletier;S. Demers,2007,Multiple stressors on an Antarctic microplankton assemblage: water soluble crude oil and enhanced UVBR level at Ushuaia (Argentina),Polar Biology,30,829-841,0,1,1,0,NA
Scopus,"Harte, J.",2007,Human population as a dynamic factor in environmental degradation,Population and Environment,28,223-236,0,0,1,1,NA
WOS,C. Martorell,2007,Detecting and managing an overgrazing-drought synergism in the threatened Echeveria longissima (Crassulaceae): the role of retrospective demographic analysis,Population Ecology,49,115-125,0,0,1,0,NA
WOS,C. Mora;R. Metzger;A.  Rollo;R.A. Myers,2007,Experimental simulations about the effects of overexploitation and habitat fragmentation on populations facing global warming,Proceedings of the Royal Society of London Series B-Biological Sciences,274,1023-1028,0,1,1,0,NA
Scopus,"Maci’Åas, G., Marco, A., Blaustein, A.R.",2007,Combined exposure to ambient UVB radiation and nitrite negatively affects survival of amphibian early life stages,Science of the Total Environment,385,55-65,0,0,1,0,NA
Scopus,"Didham R.K., Tylianakis J.M., Gemmell N.J., Rand T.A., Ewers R.M.",2007,Interactive effects of habitat modification and species invasion on native species decline,Trends in Ecology and Evolution,22,489-496,1,1,1,1,NA
WOS,L. Berec;E. Angulo;F. Courchamp,2007,Multiple Allee effects and population management,Trends in Ecology and Evolution,,,1,0,0,1,NA
WOS,R. Rannap;A. Lohmus;K. Jakobson,2007,Consequences of coastal meadow degradation: The case of the natterjack toad (Bufo calamita) in Estonia,Wetlands,27,390-398,0,1,0,0,NA
Scopus,"Cochrane, M.A., Laurance, W.F.",2008,"Synergisms among fire, land use, and climate change in the Amazon",Ambio,37,522-527,0,1,1,1,NA
Scopus,"Bu-Olayan, A.H., Thomas, B.V., Al-Husaini, S.M.H.",2008,Trace metals co-toxicity in hard body structures of Liza Klunzingeri (Mugilidae: Perciformes) mullet fish,American Journal of Environmental Sciences,4,327-332,1,0,1,0,NA
Scopus,"Crowder, L.B., Hazen, E.L., Avissar, N., Bjorkland, R., Latanich, C., Ogburn, M.B.",2008,The impacts of fisheries on marine ecosystems and the transition to ecosystem-based management,Annual Review of Ecology Evolution and Systematics,39,259-278,0,0,1,1,NA
Scopus,"Catterall, C.P., McKenna, S., Kanowski, J., Piper, S.D.",2008,Do cyclones and forest fragmentation have synergistic effects? A before-after study of rainforest vegetation structure at multiple sites,Austral Ecology,33,471-484,0,1,1,0,NA
Scopus,"Marsden, S.J., Symes, C.T.",2008,"Bird richness and composition along an agricultural gradient in New Guinea: The influence of land use, habitat heterogeneity and proximity to intact forest",Austral Ecology,33,784-793,0,1,0,0,NA
Scopus,"Fordham, D.A., Brook, B.W.",2008,Why tropical island endemics are acutely susceptible to global change,Biodiversity and Conservation,,14-Jan,0,0,1,1,NA
Scopus,"Nitschke, C.R.",2008,"The cumulative effects of resource development on biodiversity and ecological integrity in the Peace-Moberly region of Northeast British Columbia, Canada",Biodiversity and Conservation,17,1715-1740,1,1,1,0,NA
Scopus,"Fuller, T., Morton, D.P., Sarkar, S.",2008,Incorporating uncertainty about species' potential distributions under climate change into the selection of conservation areas with a case study from the Arctic Coastal Plain of Alaska,Biological Conservation,141,1547-1559,0,0,1,0,NA
Scopus,"Laurance, W.F.",2008,Theory meets reality: How habitat fragmentation research has transcended island biogeographic theory,Biological Conservation,141,1731-1744,0,0,1,1,NA
Scopus,"Sovada, M.A., Pietz, P.J., Converse, K.A., Tommy King, D., Hofmeister, E.K., Scherr, P., Ip, H.S.",2008,Impact of West Nile virus and other mortality factors on American white pelicans at breeding colonies in the northern plains of North America,Biological Conservation,141,1021-1031,0,1,0,0,NA
Scopus,"Sokolova, I.M., Lannig, G.",2008,Interactive effects of metal pollution and temperature on metabolism in aquatic ectotherms: Implications of global climate change,Climate Research,37,181-201,0,0,1,1,NA
Scopus,"Bancroft, B.A., Baker, N.J., Blaustein, A.R.",2008,"A meta-analysis of the effects of ultraviolet B radiation and its synergistic interactions with pH, contaminants, and disease on amphibian survival",Conservation Biology,22,987-996,1,1,1,0,NA
Scopus,"Witte, C.L., Sredl, M.J., Kane, A.S., Hungerford, L.L.",2008,Epidemiologic analysis of factors associated with local disappearances of native ranid frogs in Arizona,Conservation Biology,22,375-383,0,0,1,0,NA
Scopus,"Ricciardi, A., Kipp, R.",2008,Predicting the number of ecologically harmful exotic species in an aquatic system,Diversity and Distributions,14,374-380,1,1,1,0,NA
Scopus,"La Manna, L., Collantes, M., Bava, J., Rajchenberg, M.",2008,"Seedling recruitment of Austrocedrus chilensis in relation to cattle use, microsite environment and forest disease",Ecologia Austral,18,27-41,0,0,1,0,NA
Scopus,"Schmidt, K.A., Ostfeld, R.S.",2008,Numerical and behavioral effects within a pulse-driven system: Consequences for shared prey,Ecology,89,635-646,0,0,1,0,NA
Scopus,"Anderson, W.B., Wait, D.A., Stapp, P.",2008,Resources from another place and time: Responses to pulses in a spatially subsidized system,Ecology,89,660-670,0,0,1,0,NA
Scopus,"Crain, C.M., Kroeker, K., Halpern, B.S.",2008,Interactive and cumulative effects of multiple human stressors in marine systems,Ecology Letters,11,1304-1315,1,1,1,0,NA
Scopus,"Darling, E.S., Cote, I.M.",2008,Quantifying the evidence for ecological synergies,Ecology Letters,11,1278-1286,1,1,1,0,NA
Scopus,"Gruner, D.S., Smith, J.E., Seabloom, E.W., Sandin, S.A., Ngai, J.T., Hillebrand, H., Harpole, W.S., Elser, J.J., Cleland, E.E., Bracken, M.E.S., Borer, E.T., Bolker, B.M.",2008,A cross-system synthesis of consumer and nutrient resource control on producer biomass,Ecology Letters,11,740-755,1,1,1,0,NA
Scopus,"Sousa, A., Pereira, R., Antunes, S.C., Cachada, A., Pereira, E., Duarte, A.C., Goní_alves, F.",2008,Validation of avoidance assays for the screening assessment of soils under different anthropogenic disturbances,Ecotoxicology and Environmental Safety,71,661-670,0,1,0,0,NA
Scopus,"Zak, M.R., Cabido, M., Ca’Åceres, D., Di’Åaz, S.",2008,"What drives accelerated land cover change in central Argentina? Synergistic consequences of climatic, socioeconomic, and technological factors",Environmental Management,42,181-189,0,0,1,0,NA
Scopus,"Gireesh, R., Gopinathan, C.P.",2008,Effects of copper on development and survival rate of Paphia malabarica Chemnitz larvae under low saline condition,Environmental Monitoring and Assessment,,04-Jan,0,0,1,0,NA
Scopus,"Tan, Q.-G., Wang, W.-X.",2008,The influences of ambient and body calcium on cadmium and zinc accumulation in Daphnia magna,Environmental Toxicology and Chemistry,27,1605-1613,1,0,1,0,NA
Scopus,"Moorthi, S.D., Hillebrand, H., Wahl, M., Berninger, U.-G.",2008,Consumer diversity enhances secondary production by complementarity effects in experimental ciliate assemblages,Estuaries and Coasts,31,152-162,0,1,0,0,NA
Scopus,"Hurteau, M., North, M.",2008,"Mixed-conifer understory response to climate change, nitrogen, and fire",Global Change Biology,14,1543-1552,0,1,1,0,NA
Scopus,"Pante, E., King, A., Dustan, P.",2008,Short-term decline of a Bahamian patch reef coral community: Rainbow Gardens Reef 1991-2004,Hydrobiologia,596,121-132,0,0,1,0,NA
Scopus,"Haldna, M., Milius, A., Laugaste, R., Kangur, K.",2008,Nutrients and phytoplankton in Lake Peipsi during two periods that differed in water level and temperature,Hydrobiologia,599,11-Mar,0,0,1,0,NA
Scopus,"Mather, M.E., Parrish, D.L., Campbell, C.A., McMenemy, J.R., Smith, J.M.",2008,Summer temperature variation and implications for juvenile Atlantic salmon,Hydrobiologia,603,183-196,0,0,1,0,NA
Scopus,"Wang, G., Li, Y., Hu, H., Wang, Y.",2008,Synergistic effect of vegetation and air temperature changes on soil water content in alpine frost meadow soil in the permafrost region of Qinghai-Tibet,Hydrological Processes,22,3310-3320,0,0,1,0,NA
Scopus,"Coors, A., De Meester, L.",2008,"Synergistic, antagonistic and additive effects of multiple stressors: Predation threat, parasitism and pesticide exposure in Daphnia magna",Journal of Applied Ecology,45,1820-1828,1,1,1,0,NA
Scopus,"Townsend, C.R., Uhlmann, S.S., Matthaei, C.D.",2008,Individual and combined responses of stream ecosystems to multiple stressors,Journal of Applied Ecology,45,1810-1819,1,1,1,0,NA
Scopus,"Davidson, A.D., Lightfoot, D.C.",2008,Burrowing rodents increase landscape heterogeneity in a desert grassland,Journal of Arid Environments,72,1133-1145,0,1,0,0,NA
Scopus,"Connell, S.D., Irving, A.D.",2008,Integrating ecology with biogeography using landscape characteristics: A case study of subtidal habitat across continental Australia,Journal of Biogeography,35,1608-1621,0,0,1,0,NA
Scopus,"Kim, Y., Jung, J., Oh, S., Choi, K.",2008,Aquatic toxicity of cartap and cypermethrin to different life stages of Daphnia magna and Oryzias latipes,"Journal of Environmental Science and Health - Part B Pesticides, Food Contaminants, and Agricultural Wastes",43,56-64,1,0,1,0,NA
Scopus,"WANG, J., ZHOU, Q., ZHANG, Q., ZHANG, Y.",2008,Single and joint effects of petroleum hydrocarbons and cadmium on the polychaete Perinereis aibuhitensis Grube,Journal of Environmental Sciences,20,68-74,1,0,1,0,NA
Scopus,"Heithaus, M.R., Wirsing, A.J., Thomson, J.A., Burkholder, D.A.",2008,A review of lethal and non-lethal effects of predators on adult marine turtles,Journal of Experimental Marine Biology and Ecology,356,43-51,0,0,1,1,NA
Scopus,"Bussell, J.A., Gidman, E.A., Causton, D.R., Gwynn-Jones, D., Malham, S.K., Jones, M.L.M., Reynolds, B., Seed, R.",2008,"Changes in the immune response and metabolic fingerprint of the mussel, Mytilus edulis (Linnaeus) in response to lowered salinity and physical stress",Journal of Experimental Marine Biology and Ecology,358,78-85,0,1,0,0,NA
Scopus,"Alo, C.A., Wang, G.",2008,Potential future changes of the terrestrial ecosystem based on climate projections by eight general circulation models,Journal of Geophysical Research G: Biogeosciences,113,-,0,0,1,0,NA
Scopus,"Brun, F.G., Oliví©, I., Malta, E.-J., Vergara, J.J., Herníçndez, I., Pí©rez-Llorí©ns, J.L.",2008,Increased vulnerability of Zostera noltii to stress caused by low light and elevated ammonium levels under phosphate deficiency,Marine Ecology Progress Series,365,67-75,0,0,1,0,NA
Scopus,"Kurihara, H.",2008,Effects of CO2-driven ocean acidification on the early developmental stages of invertebrates,Marine Ecology Progress Series,373,275-284,0,0,1,0,NA
Scopus,"Pí_rtner, H.-O.",2008,Ecosystem effects of ocean acidification in times of ocean warming: A physiologist's view,Marine Ecology Progress Series,373,203-217,0,0,1,1,NA
Scopus,"Kim, Y., Powell, E.N., Wade, T.L., Presley, B.J.",2008,Relationship of parasites and pathologies to contaminant body burden in sentinel bivalves: NOAA Status and Trends 'Mussel Watch' Program,Marine Environmental Research,65,101-127,1,1,1,0,NA
Scopus,"Bao, V.W.W., Leung, K.M.Y., Kwok, K.W.H., Zhang, A.Q., Lui, G.C.S.",2008,Synergistic toxic effects of zinc pyrithione and copper to three marine species: Implications on setting appropriate water quality criteria,Marine Pollution Bulletin,57,616-623,1,1,1,0,NA
Scopus,"Ishida, C.K., Arnon, S., Peterson, C.G., Kelly, J.J., Gray, K.A.",2008,Influence of algal community structure on denitrification rates in periphyton cultivated on artificial substrata,Microbial Ecology,56,140-152,0,0,1,0,NA
Scopus,"Kubartova’Å, A., Ranger, J., Berthelin, J., Beguiristain, T.",2008,Diversity and Decomposing Ability of Saprophytic Fungi from Temperate Forest Litter,Microbial Ecology,,10-Jan,0,0,1,0,NA
Scopus,"Halpern B.S., McLeod K.L., Rosenberg A.A., Crowder L.B.",2008,Managing for cumulative impacts in ecosystem-based management through ocean zoning,Ocean and Coastal Management,51,203-211,1,1,1,1,NA
Scopus,"Brody, A.K., Irwin, R.E., McCutcheon, M.L., Parsons, E.C.",2008,"Interactions between nectar robbers and seed predators mediated by a shared host plant, Ipomopsis aggregata",Oecologia,155,75-84,1,1,0,0,NA
Scopus,"Herrera, L.P., Laterra, P.",2008,Do seed and microsite limitation interact with seed size in determining invasion patterns in flooding Pampa grasslands?,Plant Ecology,,13-Jan,0,1,0,0,NA
Scopus,"Jackson, J.B.C.",2008,Ecological extinction and evolution in the brave new ocean,Proceedings of the National Academy of Sciences,105,11458-11465,0,0,1,1,NA
Scopus,"Novacek, M.J.",2008,Engaging the public in biodiversity issues,Proceedings of the National Academy of Sciences,105,11571-11578,0,0,1,0,NA
Scopus,"Rosa, R., Seibel, B.A.",2008,Synergistic effects of climate-related variables suggest future physiological impairment in a top oceanic predator,Proceedings of the National Academy of Sciences of the United States of America,105,20776-20780,0,0,1,0,NA
Scopus,"Ferrero-Serrano, íÅ., Collier, T.R., Hild, A.L., Mealor, B.A., Smith, T.",2008,Combined impacts of native grass competition and introduced weevil herbivory on Canada thistle (Cirsium arvense),Rangeland Ecology and Management,61,529-534,1,1,1,0,NA
Scopus,"Salvat, B., Aubanel, A., Adjeroud, M., Bouisset, P., Calmet, D., Chancerelle, Y., Cochennec, N., Davies, N., Fougerousse, A., Galzin, R., Lagouy, E’Å., Lo, C., Monier, C., Ponsonnet, C., Remoissenet, G., Schneider, D., Stein, A., Tatarata, M., Villiers, L.",2008,Monitoring of French Polynesia coral reefs and their recent development [Le suivi de l'e’Åtat des re’Åcifs coralliens de Polyne’Åsie franc’_aise et leur re’Åcente e’Åvolution],Revue d'Ecologie (La Terre et la Vie),63,145-177,0,0,1,1,NA
Scopus,"Meidute, S., Demoling, F., Ba’_a’_th, E.",2008,Antagonistic and synergistic effects of fungal and bacterial growth in soil after adding different carbon and nitrogen sources,Soil Biology and Biochemistry,40,2334-2343,0,0,1,0,NA
Scopus,"Bianco Faria, L., Umbanhowar, J., McCann, K.S.",2008,The long-term and transient implications of multiple predators in biocontrol,Theoretical Ecology,1,45-53,0,0,1,0,NA
Scopus,"Brook, B.W.",2008,"Synergies between climate change, extinctions and invasive vertebrates",Wildlife Research,35,249-252,0,0,1,1,NA
Scopus,"Ancheta, J., Heard, S.B., Lyons, J.W.",2010,"Impacts of salinity and simulated herbivory on survival and reproduction of the threatened Gulf of St. Lawrence Aster, Symphyotrichum laurentianum",Botany,88,737-744,1,1,1,0,NA
Scopus,"Angerville, R., Boillot, C., Perrodin, Y.",2009,Evaluation of the combined effects of binary mixtures of sodium hypochlorite and surfactants against Daphnia magna Straus,International Journal of Environmental Technology and Management,10,353-370,1,1,1,0,NA
Scopus,"Atalah, J., Crowe, T.P.",2010,"Combined effects of nutrient enrichment, sedimentation and grazer loss on rock pool assemblages",Journal of Experimental Marine Biology and Ecology,388,51-57,1,1,1,0,NA
Scopus,"Atalah, J., Kelly-Quinn, M., Irvine, K., Crowe, T.P.",2010,"Impacts of invasion by Dreissena polymorpha (Pallas, 1771) on the performance of macroinvertebrate assessment tools for eutrophication pressure in lakes",Hydrobiologia,654,237-251,1,1,1,0,NA
Scopus,"Ban, N.C., Alidina, H.M., Ardron, J.A.",2010,"Cumulative impact mapping: Advances, relevance and limitations to marine management and conservation, using Canada's Pacific waters as a case study",Marine Policy,34,876-886,1,1,1,0,NA
Scopus,"Barange, M., Cheung, W.W.L., Merino, G., Perry, R.I.",2010,Modelling the potential impacts of climate change and human activities on the sustainability of marine resources,Current Opinion in Environmental Sustainability,,,0,0,1,0,NA
Scopus,"Barinova, S.S., Yehuda, G., Nevo, E.",2010,Comparative analysis of algal communities in the rivers of northern and southern Israel as bearing on ecological consequences of climate change,Journal of Arid Environments,74,765-776,0,0,1,0,NA
Scopus,"Basu, N., Abare, M., Buchanan, S., Cryderman, D., Nam, D.-H., Sirkin, S., Schmitt, S., Hu, H.",2010,A combined ecological and epidemiologic investigation of metal exposures amongst Indigenous peoples near the Marlin Mine in Western Guatemala,Science of the Total Environment,409,70-77,0,0,1,0,NA
Scopus,"Bednarska, A.J., Laskowski, R.",2009,Environmental conditions enhance toxicant effects in larvae of the ground beetle Pterostichus oblongopunctatus (Coleoptera: Carabidae),Environmental Pollution,157,1597-1602,1,1,1,0,NA
Scopus,"Bindesbol, A.-M., Bayley, M., Damgaard, C., Holmstrup, M.",2009,"Impacts of heavy metals, polyaromatic hydrocarbons, and pesticides on freeze tolerance of the earthworm dendrobaena octaedra",Environmental Toxicology and Chemistry,28,2341-2347,1,0,1,0,NA
Scopus,"Blake, R.E., Duffy, J.E.",2010,Grazer diversity affects resistance to multiple stressors in an experimental seagrass ecosystem,Oikos,119,1625-1635,1,1,1,0,NA
Scopus,"Borja, A., Dauer, D.M., Elliott, M., Simenstad, C.A.",2010,"Medium-and Long-term Recovery of Estuarine and Coastal Ecosystems: Patterns, Rates and Restoration Effectiveness",Estuaries and Coasts,33,,0,0,1,0,NA
Scopus,"Burns, K.C., Berg, J., Bialynicka-Birula, A., Kratchmer, S., Shortt, K.",2010,"Tree diversity on islands: Assembly rules, passive sampling and the theory of island biogeography",Journal of Biogeography,37,1876-1883,0,0,1,0,NA
Scopus,"Cagnolo, L., Valladares, G., Salvo, A., Cabido, M., Zak, M.",2009,Habitat fragmentation and species loss across three interacting trophic levels: Effects of life-history and food-web traits,Conservation Biology,23,1167-1175,0,0,1,0,NA
Scopus,"Carilli, J.E., Norris, R.D., Black, B., Walsh, S.M., Mcfield, M.",2010,Century-scale records of coral growth rates indicate that local stressors reduce coral thermal tolerance threshold,Global Change Biology,16,1247-1257,0,0,1,0,NA
Scopus,"Casadio, A., Maglionico, M., Bolognesi, A., Artina, S.",2010,Toxicity and pollutant impact analysis in an urban river due to combined sewer overflows loads,Water Science and Technology,61,207-215,0,0,1,0,NA
Scopus,"Chin, A., Kyne, P.M., Walker, T.I., McAuley, R.B.",2010,An integrated risk assessment for climate change: Analysing the vulnerability of sharks and rays on Australia's Great Barrier Reef,Global Change Biology,16,1936-1953,0,0,1,0,NA
Scopus,"Chown, S.L., Hoffmann, A.A., Kristensen, T.N., Angilletta Jr., M.J., Stenseth, N.C., Pertoldi, C.",2010,Adapting to climate change: A perspective from evolutionary physiology,Climate Research,43,15-Mar,0,0,1,1,NA
Scopus,"Claudet, J., Fraschetti, S.",2010,Human-driven impacts on marine habitats: A regional meta-analysis in the Mediterranean Sea,Biological Conservation,143,2195-2206,0,0,1,0,NA
Scopus,"Clements, W.H., Vieira, N.K.M., Church, S.E.",2010,Quantifying restoration success and recovery in a metal-polluted stream: A 17-year assessment of physicochemical and biological responses,Journal of Applied Ecology,47,899-910,0,0,1,0,NA
Scopus,"Connell, S.D., Russell, B.D.",2010,The direct effects of increasing CO2 and temperature on non-calcifying organisms: Increasing the potential for phase shifts in kelp forests,Proceedings of the Royal Society B-Biological Sciences,277,1409-1415,0,1,1,0,NA
Scopus,"Crain, C.M., Halpern, B.S., Beck, M.W., Kappel, C.V.",2009,Understanding and managing human threats to the coastal marine environment,Annals of the New York Academy of Sciences,1162,39-62,1,1,1,1,NA
Scopus,"Dangles, O., Mesias, V., Crespo-Perez, V., Silvain, J.-F.",2009,Crop damage increases with pest species diversity: Evidence from potato tuber moths in the tropical Andes,Journal of Applied Ecology,46,1115-1121,0,1,1,0,NA
