source,authors,year,title,journal,vol,pages,antag,additive,synerg,review,times.cited
WOS,"Merriam, ER; Petty, JT; Strager, MP; Maxwell, AE; Ziemkiewicz, PF",2015,landscape-based cumulative effects models for predicting stream response to mountaintop mining in multistressor appalachian watersheds,FRESHWATER SCIENCE,34,1006-1019,0,1,0,0,0
WOS,"Stoks, R; Debecker, S; Van, KD; Janssens, L",2015,integrating ecology and evolution in aquatic toxicology: insights from damselflies,FRESHWATER SCIENCE,34,1032-1039,0,0,1,0,2
WOS,"Allen, CD; Breshears, DD; McDowell, NG",2015,on underestimation of global vulnerability to tree mortality and forest die-off from hotter drought in the anthropocene,ECOSPHERE,6,-,0,0,1,0,2
WOS,"Bennett, JR; Shaw, JD; Terauds, A; Smol, JP; Aerts, R; Bergstrom, DM; Blais, JM; Cheung, WWL; Chown, SL; Lea, MA; Nielsen, UN; Pauly, D; Reimer, KJ; Riddle, MJ; Snape, I; Stark, JS; Tulloch, VJ; Possingham, HP",2015,polar lessons learned: long-term management based on shared threats in arctic and antarctic environments,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,13,316-324,0,0,1,1,0
WOS,"Vye, SR; Emmerson, MC; Arenas, F; Dick, JTA; O'Connor, NE",2015,stressor intensity determines antagonistic interactions between species invasion and multiple stressor effects on ecosystem functioning,OIKOS,124,1005-1012,1,1,1,0,0
WOS,"Jackson, MC",2015,interactions among multiple invasive animals,ECOLOGY,96,2035-2041,1,1,0,0,0
WOS,"Daleo, P; Alberti, J; Bruschetti, CM; Pascual, J; Iribarne, O; Silliman, BR",2015,physical stress modifies top-down and bottom-up forcing on plant growth and reproduction in a coastal ecosystem,ECOLOGY,96,2147-2156,0,1,0,0,0
WOS,"Ranelli, LB; Hendricks, WQ; Lynn, JS; Kivlin, SN; Rudgers, JA",2015,biotic and abiotic predictors of fungal colonization in grasses of the colorado rockies,DIVERSITY AND DISTRIBUTIONS,21,962-976,0,0,1,0,0
WOS,"Mori, AS; Shiono, T; Haraguchi, TF; Ota, AT; Koide, D; Ohgue, T; Kitagawa, R; Maeshiro, R; Aung, TT; Nakamori, T; Hagiwara, Y; Matsuoka, S; Ikeda, A; Hishi, T; Hobara, S; Mizumachi, E; Frisch, A; Thor, G; Fujii, S; Osono, T; Gustafsson, L",2015,functional redundancy of multiple forest taxa along an elevational gradient: predicting the consequences of non-random species loss,JOURNAL OF BIOGEOGRAPHY,42,1383-1396,0,0,1,0,0
WOS,"Thomas, BL; Doyle, T; Krauss, K",2015,annual growth patterns of baldcypress (taxodium distichum) along salinity gradients,WETLANDS,35,831-839,0,0,1,0,0
WOS,"Schwartz, MW; Butt, N; Dolanc, CR; Holguin, A; Moritz, MA; North, MP; Safford, HD; Stephenson, NL; Thorne, JH; van Mantgem, PJ",2015,increasing elevation of fire in the sierra nevada and implications for forest change,ECOSPHERE,6,-,0,0,1,0,0
WOS,"Mosser, AA; Kosmala, M; Packer, C",2015,landscape heterogeneity and behavioral traits drive the evolution of lion group territoriality,BEHAVIORAL ECOLOGY,26,1051-1059,1,0,1,0,0
WOS,"Baker, NR; Allison, SD",2015,ultraviolet photodegradation facilitates microbial litter decomposition in a mediterranean climate,ECOLOGY,96,1994-2003,0,0,1,0,0
WOS,"Silva, LCR; Doane, TA; Correa, RS; Valverde, V; Pereira, EIP; Horwath, WR",2015,iron-mediated stabilization of soil carbon amplifies the benefits of ecological restoration in degraded lands,ECOLOGICAL APPLICATIONS,25,1226-1234,0,0,1,0,0
WOS,"Irizar, A; Rivas, C; Garcia-Velasco, N; de Cerio, FG; Etxebarria, J; Marigomez, I; Soto, M",2015,establishment of toxicity thresholds in subpopulations of coelomocytes (amoebocytes vs. eleocytes) of eisenia fetida exposed in vitro to a variety of metals: implications for biomarker measurements,ECOTOXICOLOGY,24,1004-1013,0,0,1,0,0
WOS,"Cheng, BS; Bible, JM; Chang, AL; Ferner, MC; Wasson, K; Zabin, CJ; Latta, M; Deck, A; Todgham, AE; Grosholz, ED",2015,testing local and global stressor impacts on a coastal foundation species using an ecologically realistic framework,GLOBAL CHANGE BIOLOGY,21,2488-2499,0,1,1,0,0
WOS,"Schou, MF; Loeschcke, V; Kristensen, TN",2015,inbreeding depression across a nutritional stress continuum,HEREDITY,115,56-62,0,0,1,0,0
WOS,"Bharti, N; Barnawal, D; Maji, D; Kalra, A",2015,halotolerant pgprs prevent major shifts in indigenous microbial community structure under salinity stress,MICROBIAL ECOLOGY,70,196-208,0,1,0,0,0
WOS,"Hiltunen, T; Ayan, GB; Becks, L",2015,environmental fluctuations restrict eco-evolutionary dynamics in predator - prey system,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,282,-,0,1,0,0,0
WOS,"Schweiger, AH; Audorff, V; Beierkuhnlein, C",2015,the acid taste of climate change: 20th century acidification is re-emerging during a climatic extreme event,ECOSPHERE,6,-,0,0,1,0,0
WOS,"Barton, KE; Valkama, E; Vehvilainen, H; Ruohomaki, K; Knight, TM; Koricheva, J",2015,additive and non-additive effects of birch genotypic diversity on arthropod herbivory in a long-term field experiment,OIKOS,124,697-706,0,1,0,0,1
WOS,"Przeslawski, R; Byrne, M; Mellin, C",2015,a review and meta-analysis of the effects of multiple abiotic stressors on marine embryos and larvae,GLOBAL CHANGE BIOLOGY,21,2122-2140,1,1,1,1,0
WOS,"Lehsten, V; Sykes, MT; Scott, AV; Tzanopoulos, J; Kallimanis, A; Mazaris, A; Verburg, PH; Schulp, CJE; Potts, SG; Vogiatzakis, I",2015,"disentangling the effects of land-use change, climate and co2 on projected future european habitat types",GLOBAL ECOLOGY AND BIOGEOGRAPHY,24,653-663,1,1,1,0,0
WOS,"Di, G; Luo, X; You, W; Zhao, J; Kong, X; Ke, C",2015,proteomic analysis of muscle between hybrid abalone and parental lines haliotis gigantea reeve and haliotis discus hannai ino,HEREDITY,114,564-574,0,1,0,0,0
WOS,"Karimullina, E; Antonova, E; Pozolotina, V; Tokarev, A; Minko, S",2015,the toxicity of engineered nanoparticles on seed plants chronically exposed to low-level environmental radiation,RUSSIAN JOURNAL OF ECOLOGY,46,236-245,0,0,1,0,0
WOS,"Ferrari, MCO; Munday, PL; Rummer, JL; McCormick, MI; Corkill, K; Watson, SA; Allan, BJM; Meekan, MG; Chivers, DP",2015,interactive effects of ocean acidification and rising sea temperatures alter predation rate and predator selectivity in reef fish communities,GLOBAL CHANGE BIOLOGY,21,1848-1855,1,0,1,0,1
WOS,"Piggott, JJ; Townsend, CR; Matthaei, CD",2015,climate warming and agricultural stressors interact to determine stream macroinvertebrate community dynamics,GLOBAL CHANGE BIOLOGY,21,1887-1906,1,1,0,0,0
WOS,"Dwyer, JM; Hobbs, RJ; Wainwright, CE; Mayfield, MM",2015,climate moderates release from nutrient limitation in natural annual plant communities,GLOBAL ECOLOGY AND BIOGEOGRAPHY,24,549-561,0,1,1,0,1
WOS,"Rivest, D; Paquette, A; Shipley, B; Reich, PB; Messier, C",2015,tree communities rapidly alter soil microbial resistance and resilience to drought,FUNCTIONAL ECOLOGY,29,570-578,1,1,1,0,0
WOS,"Piggott, JJ; Townsend, CR; Matthaei, CD",2015,reconceptualizing synergism and antagonism among multiple stressors,ECOLOGY AND EVOLUTION,5,1538-1547,1,1,1,0,0
WOS,"Kominoski, JS; Rosemond, AD; Benstead, JP; Gulis, V; Maerz, JC; Manning, DWP",2015,low-to-moderate nitrogen and phosphorus concentrations accelerate microbially driven litter breakdown rates,ECOLOGICAL APPLICATIONS,25,856-865,0,1,0,0,0
WOS,"Yang, GF; Ge, Y; Xue, H; Yang, W; Shi, Y; Peng, CH; Du, YY; Fan, X; Ren, Y; Chang, J",2015,using ecosystem service bundles to detect trade-offs and synergies across urban-rural complexes,LANDSCAPE AND URBAN PLANNING,136,110-121,0,0,1,0,0
WOS,"DePasquale, E; Baumann, H; Gobler, CJ",2015,vulnerability of early life stage northwest atlantic forage fish to ocean acidification and low oxygen,MARINE ECOLOGY PROGRESS SERIES,523,145-156,0,1,1,0,0
WOS,"Zhang, M; Xu, J; Hansson, LA",2015,local environment overrides regional climate influence on regime shift in a north temperate lake,AQUATIC ECOLOGY,49,105-113,0,0,1,0,0
WOS,"Khamis, K; Brown, LE; Hannah, DM; Milner, AM",2015,experimental evidence that predator range expansion modifies alpine stream community structure,FRESHWATER SCIENCE,34,66-80,0,0,1,0,0
WOS,"Ruppert, JC; Harmoney, K; Henkin, Z; Snyman, HA; Sternberg, M; Willms, W; Linstadter, A",2015,"quantifying drylands' drought resistance and recovery: the importance of drought intensity, dominant life history and grazing regime",GLOBAL CHANGE BIOLOGY,21,1258-1270,0,1,0,0,2
WOS,"Hill, PW; Garnett, MH; Farrar, J; Iqbal, Z; Khalid, M; Soleman, N; Jones, DL",2015,living roots magnify the response of soil organic carbon decomposition to temperature in temperate grassland,GLOBAL CHANGE BIOLOGY,21,1368-1375,0,0,1,0,0
WOS,"Vogel, N; Meyer, FW; Wild, C; Uthicke, S",2015,decreased light availability can amplify negative impacts of ocean acidification on calcifying coral reef organisms,MARINE ECOLOGY PROGRESS SERIES,521,49-61,0,1,0,0,1
WOS,"Meiners, SJ; Cadotte, MW; Fridley, JD; Pickett, STA; Walker, LR",2015,is successional research nearing its climax? new approaches for understanding dynamic communities,FUNCTIONAL ECOLOGY,29,154-164,0,0,1,1,1
WOS,"Cornwall, CE; Eddy, TD",2015,"effects of near-future ocean acidification, fishing, and marine protection on a temperate coastal ecosystem",CONSERVATION BIOLOGY,29,207-215,1,0,1,0,0
WOS,"Tognetti, PM; Chaneton, EJ",2015,community disassembly and invasion of remnant native grasslands under fluctuating resource supply,JOURNAL OF APPLIED ECOLOGY,52,119-128,0,0,1,0,0
WOS,"Motzke, I; Tscharntke, T; Wanger, TC; Klein, AM",2015,pollination mitigates cucumber yield gaps more than pesticide and fertilizer use in tropical smallholder gardens,JOURNAL OF APPLIED ECOLOGY,52,261-269,0,1,0,0,1
WOS,"Myster, RW",2015,flooding x tree fall gap interactive effects on blackwater forest floristics and physical structure in the peruvian amazon,JOURNAL OF PLANT INTERACTIONS,10,126-131,0,1,0,0,0
WOS,"Carrillo, P; Medina-Sanchez, JM; Duran, C; Herrera, G; Villafane, VE; Helbling, EW",2015,synergistic effects of uvr and simulated stratification on commensalistic phytoplankton-bacteria relationship in two optically contrasting oligotrophic mediterranean lakes,BIOGEOSCIENCES,12,697-712,0,0,1,0,0
WOS,"Piggott, JJ; Salis, RK; Lear, G; Townsend, CR; Matthaei, CD",2015,climate warming and agricultural stressors interact to determine stream periphyton community composition,GLOBAL CHANGE BIOLOGY,21,206-222,1,0,1,0,2
WOS,"Ellis, RP; Widdicombe, S; Parry, H; Hutchinson, TH; Spicer, JI",2015,pathogenic challenge reveals immune trade-off in mussels exposed to reduced seawater ph and increased temperature,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,462,83-89,0,0,1,0,1
WOS,"te Beest, M; Mpandza, NJ; Olff, H",2015,fire and simulated herbivory have antagonistic effects on resistance of savanna grasslands to alien shrub invasion,JOURNAL OF VEGETATION SCIENCE,26,114-122,1,0,0,0,1
WOS,"Barantal, S; Schimann, H; Fromin, N; Hattenschwiler, S",2014,"c, n and p fertilization in an amazonian rainforest supports stoichiometric dissimilarity as a driver of litter diversity effects on decomposition",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,281,-,0,0,1,0,0
WOS,"Zheng, ZM; Fu, BJ; Hu, HT; Sun, G",2014,"a method to identify the variable ecosystem services relationship across time: a case study on yanhe basin, china",LANDSCAPE ECOLOGY,29,1689-1696,0,0,1,0,3
WOS,"Chu, ND; Miller, LP; Kaluziak, ST; Trussell, GC; Vollmer, SV",2014,thermal stress and predation risk trigger distinct transcriptomic responses in the intertidal snail nucella lapillus,MOLECULAR ECOLOGY,23,6104-6113,0,1,0,0,2
WOS,"Annala, M; Mykra, H; Tolkkinen, M; Kauppila, T; Muotka, T",2014,are biological communities in naturally unproductive streams resistant to additional anthropogenic stressors?,ECOLOGICAL APPLICATIONS,24,1887-1897,1,1,0,0,1
WOS,"Ahmed, SE; Lees, AC; Moura, NG; Gardner, TA; Barlow, J; Ferreira, J; Ewers, RM",2014,road networks predict human influence on amazonian bird communities,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,281,-,0,1,0,0,1
WOS,"Engelhardt, KAM; Lloyd, MW; Neel, MC",2014,"effects of genetic diversity on conservation and restoration potential. at individual, population, and regional scales",BIOLOGICAL CONSERVATION,179,16-Jun,0,0,1,0,0
WOS,"Jaklic, T; Juvancic, L; Kavcic, S; Debeljak, M",2014,complementarity of socio-economic and emergy evaluation of agricultural production systems: the case of slovenian dairy sector,ECOLOGICAL ECONOMICS,107,469-481,0,0,1,0,0
WOS,"Laurance, WF; Andrade, AS; Magrach, A; Camargo, JLC; Campbell, M; Fearnside, PM; Edwards, W; Valsko, JJ; Lovejoy, TE; Laurance, SG",2014,apparent environmental synergism drives the dynamics of amazonian forest fragments,ECOLOGY,95,3018-3026,0,0,1,0,1
WOS,"Cubaynes, S; MacNulty, DR; Stahler, DR; Quimby, KA; Smith, DW; Coulson, T",2014,density-dependent intraspecific aggression regulates survival in northern yellowstone wolves (canis lupus),JOURNAL OF ANIMAL ECOLOGY,83,1344-1356,0,1,0,0,3
WOS,"Prill, N; Bullock, JM; van Dam, NM; Leimu, R",2014,loss of heterosis and family-dependent inbreeding depression in plant performance and resistance against multiple herbivores under drought stress,JOURNAL OF ECOLOGY,102,1497-1505,0,0,1,0,0
WOS,"Fraser, MW; Kendrick, GA; Statton, J; Hovey, RK; Zavala-Perez, A; Walker, DI",2014,extreme climate events lower resilience of foundation seagrass at edge of biogeographical range,JOURNAL OF ECOLOGY,102,1528-1536,0,0,1,0,0
WOS,"Kamya, PZ; Dworjanyn, SA; Hardy, N; Mos, B; Uthicke, S; Byrne, M",2014,"larvae of the coral eating crown-of-thorns starfish, acanthaster planci in a warmer-high co2 ocean",GLOBAL CHANGE BIOLOGY,20,3365-3376,0,1,0,1,1
WOS,"Williamson, CJ; Najorka, J; Perkins, R; Yallop, ML; Brodie, J",2014,skeletal mineralogy of geniculate corallines: providing context for climate change and ocean acidification research,MARINE ECOLOGY PROGRESS SERIES,513,71-84,0,0,1,0,0
WOS,"Alva-Basurto, JC; Arias-Gonzalez, JE",2014,modelling the effects of climate change on a caribbean coral reef food web,ECOLOGICAL MODELLING,289,14-Jan,0,0,1,0,1
WOS,"Stojanovic, D; Webb, MH; Alderman, R; Porfirio, LL; Heinsohn, R",2014,discovery of a novel predator reveals extreme but highly variable mortality for an endangered migratory bird,DIVERSITY AND DISTRIBUTIONS,20,1200-1207,0,0,1,0,3
WOS,"Grass, I; Berens, DG; Farwig, N",2014,natural habitat loss and exotic plants reduce the functional diversity of flower visitors in a heterogeneous subtropical landscape,FUNCTIONAL ECOLOGY,28,1117-1126,0,1,0,0,0
WOS,"Palacios-Agundez, I; de Manuel, BF; Rodriguez-Loinaz, G; Pena, L; Ametzaga-Arregi, I; Alday, JG; Casado-Arzuaga, I; Madariaga, I; Arana, X; Onaindia, M",2014,integrating stakeholders' demands and scientific knowledge on ecosystem services in landscape planning,LANDSCAPE ECOLOGY,29,1423-1433,0,0,1,0,3
WOS,"Janssens, L; Stoks, R",2014,reinforcing effects of non-pathogenic bacteria and predation risk: from physiology to life history,OECOLOGIA,176,323-332,0,0,1,0,2
WOS,"Holdo, RM; Mack, MC",2014,"functional attributes of savanna soils: contrasting effects of tree canopies and herbivores on bulk density, nutrients and moisture dynamics",JOURNAL OF ECOLOGY,102,1171-1182,0,1,1,0,2
WOS,"Buma, B; Poore, RE; Wessman, CA",2014,"disturbances, their interactions, and cumulative effects on carbon and charcoal stocks in a forested ecosystem",ECOSYSTEMS,17,947-959,0,1,0,0,1
WOS,"Ye, JS; Reynolds, JF; Li, FM",2014,a mechanistic-bioclimatic modeling analysis of the potential impact of climate change on biomes of the tibetan plateau,ECOLOGY,95,2109-2120,0,1,0,0,0
WOS,"Salo, T; Pedersen, MF",2014,synergistic effects of altered salinity and temperature on estuarine eelgrass (zostera marina) seedlings and clonal shoots,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,457,143-150,0,0,1,0,1
WOS,"Lakeman-Fraser, P; Ewers, RM",2014,untangling interactions: do temperature and habitat fragmentation gradients simultaneously impact biotic relationships?,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,281,-,1,1,1,0,0
WOS,"Hoover, DL; Knapp, AK; Smith, MD",2014,contrasting sensitivities of two dominant c-4 grasses to heat waves and drought,PLANT ECOLOGY,215,721-731,0,1,0,0,2
WOS,"Shantz, AA; Burkepile, DE",2014,context-dependent effects of nutrient loading on the coral-algal mutualism,ECOLOGY,95,1995-2005,0,0,1,0,1
WOS,"Gomez-Aparicio, L; Lortie, CJ",2014,advancing plant ecology through meta-analyses,JOURNAL OF ECOLOGY,102,823-827,1,0,1,1,2
WOS,"Earles, JM; North, MP; Hurteau, MD",2014,wildfire and drought dynamics destabilize carbon stores of fire-suppressed forests,ECOLOGICAL APPLICATIONS,24,732-740,0,0,1,0,1
WOS,"Govers, LL; Pieck, T; Bouma, TJ; Suykerbuyk, W; Smolders, AJP; van Katwijk, MM",2014,seagrasses are negatively affected by organic matter loading and arenicola marina activity in a laboratory experiment,OECOLOGIA,175,677-685,0,0,1,0,3
WOS,"Gooden, B; French, K",2014,non-interactive effects of plant invasion and landscape modification on native communities,DIVERSITY AND DISTRIBUTIONS,20,626-639,0,0,1,0,3
WOS,"Fordham, DA; Shoemaker, KT; Schumaker, NH; Akcakaya, HR; Clisby, N; Brook, BW",2014,how interactions between animal movement and landscape processes modify local range dynamics and extinction risk,BIOLOGY LETTERS,10,-,0,0,1,0,2
WOS,"Baumgartner, S; Strunz, S",2014,the economic insurance value of ecosystem resilience,ECOLOGICAL ECONOMICS,101,21-32,0,1,0,0,3
WOS,"Jellyman, PG; McHugh, PA; McIntosh, AR",2014,increases in disturbance and reductions in habitat size interact to suppress predator body size,GLOBAL CHANGE BIOLOGY,20,1550-1558,0,0,1,0,1
WOS,"Carnell, PE; Keough, MJ",2014,spatially variable synergistic effects of disturbance and additional nutrients on kelp recruitment and recovery,OECOLOGIA,175,409-416,0,0,1,0,2
WOS,"Grass, I; Berens, DG; Farwig, N",2014,guild-specific shifts in visitation rates of frugivores with habitat loss and plant invasion,OIKOS,123,575-582,0,0,1,0,3
WOS,"Brown, CJ; Saunders, MI; Possingham, HP; Richardson, AJ",2014,interactions between global and local stressors of ecosystems determine management effectiveness in cumulative impact mapping,DIVERSITY AND DISTRIBUTIONS,20,538-546,1,1,1,0,3
WOS,"Marino, JA; Holland, MP; Maher, JM",2014,predators and trematode parasites jointly affect larval anuran functional traits and corticosterone levels,OIKOS,123,451-460,1,1,1,0,3
WOS,"Kaldy, JE",2014,"effect of temperature and nutrient manipulations on eelgrass zostera marina l. from the pacific northwest, usa",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,453,108-115,0,0,1,0,3
WOS,"Catenazzi, A; Lehr, E; Vredenburg, VT",2014,"thermal physiology, disease, and amphibian declines on the eastern slopes of the andes",CONSERVATION BIOLOGY,28,509-517,0,0,1,0,2
WOS,"Anson, JR; Dickman, CR; Handasyde, K; Jessop, TS",2014,effects of multiple disturbance processes on arboreal vertebrates in eastern australia: implications for management,ECOGRAPHY,37,357-366,0,0,1,0,2
WOS,"Rowe, JC; Garcia, TS",2014,impacts of wetland restoration efforts on an amphibian assemblage in a multi-invader community,WETLANDS,34,141-153,0,0,1,0,0
WOS,"Treasure, AM; Chown, SL",2014,antagonistic effects of biological invasion and temperature change on body size of island ectotherms,DIVERSITY AND DISTRIBUTIONS,20,202-213,1,1,1,0,2
WOS,"Traveset, A; Richardson, DM",2014,mutualistic interactions and biological invasions,"ANNUAL REVIEW OF ECOLOGY, EVOLUTION, AND SYSTEMATICS, VOL 45",45,89-+,0,0,1,1,3
WOS,"Hashem, A; Abd Allah, EF; Alqarawi, AA; Al Huqail, AA; Egamberdieva, D",2014,alleviation of abiotic salt stress in ochradenus baccatus (del.) by trichoderma hamatum (bonord.) bainier,JOURNAL OF PLANT INTERACTIONS,9,857-868,1,0,0,0,2
WOS,"Olsen, K; Ritson-Williams, R; Paul, VJ; Ross, C",2014,combined effects of macroalgal presence and elevated temperature on the early life-history stages of a common caribbean coral,MARINE ECOLOGY PROGRESS SERIES,509,181-+,0,0,1,0,3
WOS,"Appelhans, YS; Thomsen, J; Opitz, S; Pansch, C; Melzner, F; Wahl, M",2014,juvenile sea stars exposed to acidification decrease feeding and growth with no acclimation potential,MARINE ECOLOGY PROGRESS SERIES,509,227-239,0,0,1,0,0
WOS,"van der Horst, D; Vermeylen, S; Kuntashula, E",2014,the hedgification of maizescapes? scalability and multifunctionality of jatropha curcas hedges in a mixed farming landscape in zambia,ECOLOGY AND SOCIETY,19,-,0,0,1,0,1
WOS,"Liversage, K; Janetzki, N; Benkendorff, K",2014,"associations of benthic fauna with different rock types, and evidence of changing effects during succession",MARINE ECOLOGY PROGRESS SERIES,505,131-143,0,0,1,0,0
WOS,"Horigome, MT; Ziveri, P; Grelaud, M; Baumann, KH; Marino, G; Mortyn, PG",2014,environmental controls on the emiliania huxleyi calcite mass,BIOGEOSCIENCES,11,2295-2308,0,0,1,0,2
WOS,"van de Sand, I; Mwangi, JK; Namirembe, S",2014,can payments for ecosystem services contribute to adaptation to climate change? insights from a watershed in kenya,ECOLOGY AND SOCIETY,19,-,0,0,1,0,0
WOS,"Barbehenn, RV; Kochmanski, J",2013,searching for synergism: effects of combinations of phenolic compounds and other toxins on oxidative stress in lymantria dispar caterpillars,CHEMOECOLOGY,23,219-231,0,0,1,0,1
WOS,"Wieters, EA; Medrano, A; Quiroga, G",2013,spatial variation in photosynthetic recovery of intertidal turf algae from acute uvb and temperature stress associated with low tides along the central coast of chile,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,449,340-348,0,0,1,0,0
WOS,"Saenz, D; Fucik, EM; Kwiatkowski, MA",2013,synergistic effects of the invasive chinese tallow (triadica sebifera) and climate change on aquatic amphibian survival,ECOLOGY AND EVOLUTION,3,4828-4840,0,0,1,0,0
WOS,"Grass, I; Berens, DG; Peter, F; Farwig, N",2013,additive effects of exotic plant abundance and land-use intensity on plant-pollinator interactions,OECOLOGIA,173,913-923,0,1,0,0,2
WOS,"Rideout, AJR; Joshi, NP; Viergever, KM; Huxham, M; Briers, RA",2013,making predictions of mangrove deforestation: a comparison of two methods in kenya,GLOBAL CHANGE BIOLOGY,19,3493-3501,0,1,0,0,2
WOS,"del Castillo, RF; Trujillo-Argueta, S; Rivera-Garcia, R; Gomez-Ocampo, Z; Mondragon-Chaparro, D",2013,"possible combined effects of climate change, deforestation, and harvesting on the epiphyte catopsis compacta: a multidisciplinary approach",ECOLOGY AND EVOLUTION,3,3935-3946,1,0,0,0,2
WOS,"Horvath, GF; Herczeg, R",2013,site occupancy response to natural and anthropogenic disturbances of root vole: conservation problem of a vulnerable relict subspecies,JOURNAL FOR NATURE CONSERVATION,21,350-358,0,1,0,0,0
WOS,"Raimondo, S",2013,density dependent functional forms drive compensation in populations exposed to stressors,ECOLOGICAL MODELLING,265,149-157,0,0,1,0,1
WOS,"Wolf, AT; Nugues, MM",2013,synergistic effects of algal overgrowth and corallivory on caribbean reef-building corals,ECOLOGY,94,1667-1674,0,0,1,0,3
WOS,"Gera, A; Pages, JF; Romero, J; Alcoverro, T",2013,combined effects of fragmentation and herbivory on posidonia oceanica seagrass ecosystems,JOURNAL OF ECOLOGY,101,1053-1061,0,1,0,0,3
WOS,"Berglund, H; Jaremo, J; Bengtsson, G",2013,associations of invasive alien species and other threats to iucn red list species (chordata: vertebrates),BIOLOGICAL INVASIONS,15,1169-1180,0,1,1,0,1
WOS,"Hall, MD; Vettiger, A; Ebert, D",2013,interactions between environmental stressors: the influence of salinity on host-parasite interactions between daphnia magna and pasteuria ramosa,OECOLOGIA,171,789-796,1,0,0,0,1
WOS,"Saccone, P; Girel, J; Pages, JP; Brun, JJ; Michalet, R",2013,ecological resistance to acer negundo invasion in a european riparian forest: relative importance of environmental and biotic drivers,APPLIED VEGETATION SCIENCE,16,184-192,0,1,0,0,1
WOS,"Hossack, BR; Lowe, WH; Honeycutt, RK; Parks, SA; Corn, PS",2013,"interactive effects of wildfire, forest management, and isolation on amphibian and parasite abundance",ECOLOGICAL APPLICATIONS,23,479-492,0,1,1,0,1
WOS,"Higuchi, T; Agostini, S; Casareto, BE; Yoshinaga, K; Suzuki, T; Nakano, Y; Fujimura, H; Suzuki, Y",2013,bacterial enhancement of bleaching and physiological impacts on the coral montipora digitata,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,440,54-60,0,0,1,0,2
WOS,"Westbrook, CJ; Veatch, W; Morrison, A",2013,ecohydrology bearings - invited commentary is ecohydrology missing much of the zoo?,ECOHYDROLOGY,6,07-Jan,0,0,1,0,1
WOS,"Yang, LH",2013,resource pulses of dead periodical cicadas increase the growth of american bellflower rosettes under competitive and non-competitive conditions,ARTHROPOD-PLANT INTERACTIONS,7,93-98,0,1,0,0,3
WOS,"Millington, JDA; Walters, MB; Matonis, MS; Liu, JG",2013,"modelling for forest management synergies and trade-offs: northern hardwood tree regeneration, timber and deer",ECOLOGICAL MODELLING,248,103-112,0,0,1,0,2
WOS,"Reece, JS; Passeri, D; Ehrhart, L; Hagen, SC; Hays, A; Long, C; Noss, RF; Bilskie, M; Sanchez, C; Schwoerer, MV; Von Holle, B; Weishampel, J; Wolf, S",2013,"sea level rise, land use, and climate change influence the distribution of loggerhead turtle nests at the largest usa rookery (melbourne beach, florida)",MARINE ECOLOGY PROGRESS SERIES,493,259-+,0,0,1,0,3
WOS,"Erkovan, HI; Clarke, PJ; Whalley, RDB",2013,seed bank dynamics of acacia farnesiana (l.) willd. and its encroachment potential in sub-humid grasslands of eastern australia,RANGELAND JOURNAL,35,427-433,0,0,1,0,0
WOS,"Alsterberg, C; Sundback, K",2013,experimental warming and toxicant exposure can result in antagonistic effects in a shallow-water sediment system,MARINE ECOLOGY PROGRESS SERIES,488,89-101,1,0,0,0,1
WOS,"Gagnon, PR; Passmore, HA; Platt, WJ",2013,multi-year salutary effects of windstorm and fire on river cane,FIRE ECOLOGY,9,55-65,0,1,0,0,0
WOS,"Peters, VE; Greenberg, R",2013,fruit supplementation affects birds but not arthropod predation by birds in costa rican agroforestry systems,BIOTROPICA,45,102-110,0,0,1,0,3
WOS,"Standish, RJ; Fontaine, JB; Harris, RJ; Stock, WD; Hobbs, RJ",2012,interactive effects of altered rainfall and simulated nitrogen deposition on seedling establishment in a global biodiversity hotspot,OIKOS,121,2014-2025,1,0,0,0,4
WOS,"McFarland, CA; Talent, LG; Quinn, MJ; Bazar, MA; Wilbanks, MS; Nisanian, M; Gogal, RM; Johnson, MS; Perkins, EJ; Gust, KA",2012,multiple environmental stressors elicit complex interactive effects in the western fence lizard (sceloporus occidentalis),ECOTOXICOLOGY,21,2372-2390,0,1,0,0,3
WOS,"Blumstein, DT; Bryant, GA; Kaye, P",2012,the sound of arousal in music is context-dependent,BIOLOGY LETTERS,8,744-747,1,0,0,0,1
WOS,"Ruesink, JL; Fitzpatrick, JP; Dumbauld, BR; Hacker, SD; Trimble, AC; Wagner, EL; Wisehart, LM",2012,life history and morphological shifts in an intertidal seagrass following multiple disturbances,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,424,25-31,1,1,0,0,4
